image_name,image_id,bbox,object,score
./aesop/data/images/3811/panel_0.jpg,3811_0,"[287.1299133300781, 155.6517791748047, 379.81201171875, 357.1455993652344]",girl,0.71
./aesop/data/images/3811/panel_0.jpg,3811_0,"[357.8657531738281, 1.3448721170425415, 700.0, 246.25584411621094]",sky,0.69
./aesop/data/images/3811/panel_0.jpg,3811_0,"[35.775146484375, 0.0, 491.7402038574219, 197.39430236816406]",sky,0.59
./aesop/data/images/3811/panel_0.jpg,3811_0,"[44.28582000732422, 5.000533580780029, 325.1882019042969, 268.6042175292969]",kite,0.48
./aesop/data/images/3811/panel_0.jpg,3811_0,"[276.44873046875, 135.0637664794922, 357.8026123046875, 281.3832092285156]",girl,0.45
./aesop/data/images/3811/panel_0.jpg,3811_0,"[164.9949951171875, 0.0, 676.3416748046875, 167.1518096923828]",sky,0.44
./aesop/data/images/3811/panel_0.jpg,3811_0,"[151.25021362304688, 33.74409866333008, 616.341796875, 288.3311767578125]",sky,0.41
./aesop/data/images/3811/panel_1.jpg,3811_1,"[247.43612670898438, 127.67648315429688, 395.7364807128906, 398.7266540527344]",girl,0.76
./aesop/data/images/3811/panel_1.jpg,3811_1,"[275.56414794921875, 251.14779663085938, 361.6069641113281, 387.6657409667969]",pants,0.73
./aesop/data/images/3811/panel_1.jpg,3811_1,"[287.4952697753906, 157.1837921142578, 379.9562683105469, 356.6260986328125]",girl,0.72
./aesop/data/images/3811/panel_1.jpg,3811_1,"[357.788818359375, 1.3756380081176758, 700.0, 246.12164306640625]",sky,0.69
./aesop/data/images/3811/panel_1.jpg,3811_1,"[392.7802429199219, 329.76922607421875, 446.5951843261719, 392.98004150390625]",dog,0.62
./aesop/data/images/3811/panel_1.jpg,3811_1,"[0.0, 237.6466827392578, 254.6205596923828, 399.0184631347656]",table,0.56
./aesop/data/images/3811/panel_1.jpg,3811_1,"[125.41801452636719, 13.300122261047363, 597.6287841796875, 244.7566375732422]",sky,0.53
./aesop/data/images/3811/panel_1.jpg,3811_1,"[223.45150756835938, 46.189231872558594, 700.0, 329.7696838378906]",sky,0.48
./aesop/data/images/3811/panel_1.jpg,3811_1,"[69.27083587646484, 266.85009765625, 139.02622985839844, 319.513671875]",brush,0.4
./aesop/data/images/3811/panel_1.jpg,3811_1,"[167.22482299804688, 238.66851806640625, 251.48451232910156, 379.98602294921875]",legs,0.4
./aesop/data/images/3811/panel_2.jpg,3811_2,"[0.0, 196.03932189941406, 280.716064453125, 395.65185546875]",table,0.84
./aesop/data/images/3811/panel_2.jpg,3811_2,"[286.10382080078125, 166.253173828125, 385.63812255859375, 385.0977783203125]",girl,0.76
./aesop/data/images/3811/panel_2.jpg,3811_2,"[290.2445373535156, 257.4203796386719, 371.53582763671875, 384.9246826171875]",pants,0.76
./aesop/data/images/3811/panel_2.jpg,3811_2,"[261.6140441894531, 91.56639099121094, 447.24114990234375, 397.728515625]",girl,0.68
./aesop/data/images/3811/panel_2.jpg,3811_2,"[323.26580810546875, 0.0, 700.0, 187.22264099121094]",sky,0.63
./aesop/data/images/3811/panel_2.jpg,3811_2,"[35.80062484741211, 0.0, 491.7406921386719, 197.48709106445312]",sky,0.59
./aesop/data/images/3811/panel_2.jpg,3811_2,"[558.495849609375, 215.8557891845703, 644.43017578125, 382.4595947265625]",pants,0.56
./aesop/data/images/3811/panel_2.jpg,3811_2,"[570.7738037109375, 106.10113525390625, 626.5065307617188, 167.1868133544922]",head,0.53
./aesop/data/images/3811/panel_2.jpg,3811_2,"[350.3797302246094, 369.03497314453125, 379.4009704589844, 392.0195617675781]",shoe,0.46
./aesop/data/images/3811/panel_2.jpg,3811_2,"[529.679443359375, 54.85157775878906, 673.8599243164062, 201.53089904785156]",umbrella,0.45
./aesop/data/images/3013/panel_0.jpg,3013_0,"[204.91989135742188, 229.2985076904297, 285.26507568359375, 349.451171875]",sign,0.78
./aesop/data/images/3013/panel_0.jpg,3013_0,"[360.1324768066406, 229.76112365722656, 449.82794189453125, 374.4219665527344]",pants,0.77
./aesop/data/images/3013/panel_0.jpg,3013_0,"[542.234619140625, 48.52093505859375, 676.3958740234375, 285.52764892578125]",door,0.64
./aesop/data/images/3013/panel_0.jpg,3013_0,"[0.0, 0.0, 343.7931213378906, 290.3927307128906]",wall,0.64
./aesop/data/images/3013/panel_0.jpg,3013_0,"[92.29676055908203, 0.0, 541.5316162109375, 285.8429260253906]",wall,0.59
./aesop/data/images/3013/panel_0.jpg,3013_0,"[382.65155029296875, 87.48870849609375, 434.3964538574219, 140.91294860839844]",head,0.55
./aesop/data/images/3013/panel_0.jpg,3013_0,"[413.3360900878906, 0.0, 700.0, 299.6044006347656]",wall,0.55
./aesop/data/images/3013/panel_0.jpg,3013_0,"[28.467702865600586, 41.37825012207031, 162.0121612548828, 233.33584594726562]",door,0.52
./aesop/data/images/3013/panel_0.jpg,3013_0,"[289.18206787109375, 28.737146377563477, 560.9528198242188, 308.1239318847656]",wall,0.44
./aesop/data/images/3013/panel_0.jpg,3013_0,"[363.6451721191406, 124.71238708496094, 471.4233703613281, 248.1569061279297]",shirt,0.43
./aesop/data/images/3013/panel_1.jpg,3013_1,"[359.69000244140625, 225.8063507080078, 451.07977294921875, 374.3327331542969]",pants,0.81
./aesop/data/images/3013/panel_1.jpg,3013_1,"[0.4896823465824127, 4.622395992279053, 324.9858703613281, 293.88848876953125]",wall,0.67
./aesop/data/images/3013/panel_1.jpg,3013_1,"[542.2354125976562, 48.5314826965332, 676.3958129882812, 285.5240783691406]",door,0.64
./aesop/data/images/3013/panel_1.jpg,3013_1,"[28.88472557067871, 41.48078536987305, 159.94471740722656, 230.625244140625]",door,0.58
./aesop/data/images/3013/panel_1.jpg,3013_1,"[413.35845947265625, 0.0, 700.0, 299.59857177734375]",wall,0.55
./aesop/data/images/3013/panel_1.jpg,3013_1,"[269.2018127441406, 5.723047256469727, 437.757080078125, 303.7835693359375]",door,0.53
./aesop/data/images/3013/panel_1.jpg,3013_1,"[74.95478057861328, 0.0, 528.3555297851562, 280.3518981933594]",wall,0.51
./aesop/data/images/3013/panel_1.jpg,3013_1,"[146.9237823486328, 248.2361602783203, 206.8348388671875, 323.5262756347656]",pants,0.44
./aesop/data/images/3013/panel_1.jpg,3013_1,"[142.44952392578125, 188.2834930419922, 204.64427185058594, 255.91278076171875]",shirt,0.43
./aesop/data/images/3013/panel_1.jpg,3013_1,"[363.5942687988281, 125.04678344726562, 470.9215087890625, 247.8162078857422]",shirt,0.43
./aesop/data/images/3013/panel_2.jpg,3013_2,"[205.18186950683594, 229.50489807128906, 284.7687683105469, 348.5943603515625]",sign,0.8
./aesop/data/images/3013/panel_2.jpg,3013_2,"[284.1526794433594, 45.51760482788086, 423.072998046875, 285.00421142578125]",door,0.72
./aesop/data/images/3013/panel_2.jpg,3013_2,"[536.2041625976562, 245.26023864746094, 651.8687744140625, 388.8855285644531]",pants,0.71
./aesop/data/images/3013/panel_2.jpg,3013_2,"[0.0, 0.0, 344.6812438964844, 290.2487487792969]",wall,0.64
./aesop/data/images/3013/panel_2.jpg,3013_2,"[348.08380126953125, 0.0, 700.0, 305.8200378417969]",wall,0.6
./aesop/data/images/3013/panel_2.jpg,3013_2,"[143.21246337890625, 0.0, 603.5862426757812, 290.1513671875]",wall,0.53
./aesop/data/images/3013/panel_2.jpg,3013_2,"[28.466733932495117, 41.37646484375, 162.0140380859375, 233.3388214111328]",door,0.52
./aesop/data/images/3013/panel_2.jpg,3013_2,"[567.96142578125, 104.66085052490234, 619.9713134765625, 159.06887817382812]",head,0.5
./aesop/data/images/3013/panel_2.jpg,3013_2,"[550.5889892578125, 169.30348205566406, 644.927490234375, 384.85894775390625]",woman,0.48
./aesop/data/images/3013/panel_2.jpg,3013_2,"[0.0, 72.48139953613281, 418.5345153808594, 368.5205383300781]",building,0.42
./aesop/data/images/4698/panel_0.jpg,4698_0,"[181.0529327392578, 32.4078369140625, 654.8189697265625, 277.3857421875]",wall,0.88
./aesop/data/images/4698/panel_0.jpg,4698_0,"[324.52490234375, 0.0, 700.0, 239.74395751953125]",wall,0.68
./aesop/data/images/4698/panel_0.jpg,4698_0,"[173.18063354492188, 131.86074829101562, 192.2216033935547, 173.1954803466797]",vase,0.63
./aesop/data/images/4698/panel_0.jpg,4698_0,"[0.0, 5.525203704833984, 402.2276611328125, 293.4294738769531]",wall,0.61
./aesop/data/images/4698/panel_0.jpg,4698_0,"[386.49383544921875, 112.67571258544922, 562.0391845703125, 240.76329040527344]",girl,0.59
./aesop/data/images/4698/panel_0.jpg,4698_0,"[517.015380859375, 186.8426513671875, 563.8012084960938, 310.0578308105469]",speaker,0.5
./aesop/data/images/4698/panel_0.jpg,4698_0,"[61.91486740112305, 0.0, 536.5924072265625, 210.70433044433594]",wall,0.49
./aesop/data/images/4698/panel_0.jpg,4698_0,"[495.3419189453125, 116.97527313232422, 547.3281860351562, 171.7130889892578]",head,0.48
./aesop/data/images/4698/panel_0.jpg,4698_0,"[246.27932739257812, 144.41513061523438, 317.97918701171875, 307.722412109375]",speaker,0.44
./aesop/data/images/4698/panel_0.jpg,4698_0,"[303.3644104003906, 104.64270782470703, 699.3696899414062, 357.8351135253906]",wall,0.43
./aesop/data/images/4698/panel_1.jpg,4698_1,"[146.06689453125, 0.0, 626.9542846679688, 272.0976257324219]",wall,0.82
./aesop/data/images/4698/panel_1.jpg,4698_1,"[267.4568176269531, 138.59722900390625, 287.69873046875, 191.80531311035156]",bottle,0.75
./aesop/data/images/4698/panel_1.jpg,4698_1,"[335.5119934082031, 0.0, 699.8716430664062, 241.0867919921875]",wall,0.58
./aesop/data/images/4698/panel_1.jpg,4698_1,"[554.1550903320312, 276.4494934082031, 569.7018432617188, 296.15228271484375]",light,0.58
./aesop/data/images/4698/panel_1.jpg,4698_1,"[268.3592224121094, 55.42684555053711, 699.0425415039062, 325.3875427246094]",wall,0.55
./aesop/data/images/4698/panel_1.jpg,4698_1,"[184.14390563964844, 154.12509155273438, 229.36180114746094, 230.39450073242188]",pants,0.53
./aesop/data/images/4698/panel_1.jpg,4698_1,"[0.9136592149734497, 10.234739303588867, 460.23211669921875, 272.38372802734375]",wall,0.53
./aesop/data/images/4698/panel_1.jpg,4698_1,"[180.362548828125, 90.52081298828125, 240.74588012695312, 153.20584106445312]",shirt,0.52
./aesop/data/images/4698/panel_1.jpg,4698_1,"[160.83511352539062, 39.30960464477539, 244.60389709472656, 205.32415771484375]",girl,0.46
./aesop/data/images/4698/panel_1.jpg,4698_1,"[137.6185302734375, 63.81002426147461, 263.7575378417969, 243.23939514160156]",girl,0.44
./aesop/data/images/4698/panel_2.jpg,4698_2,"[178.12213134765625, 27.134485244750977, 647.5581665039062, 274.18487548828125]",wall,0.89
./aesop/data/images/4698/panel_2.jpg,4698_2,"[92.0836181640625, 140.01539611816406, 121.7001724243164, 161.05477905273438]",hand,0.8
./aesop/data/images/4698/panel_2.jpg,4698_2,"[266.744873046875, 139.0586395263672, 285.46417236328125, 191.7567901611328]",bottle,0.74
./aesop/data/images/4698/panel_2.jpg,4698_2,"[0.15413552522659302, 0.0, 396.180419921875, 255.4381561279297]",wall,0.71
./aesop/data/images/4698/panel_2.jpg,4698_2,"[27.042816162109375, 45.511775970458984, 82.37985229492188, 100.6457748413086]",head,0.64
./aesop/data/images/4698/panel_2.jpg,4698_2,"[327.6357421875, 0.0, 700.0, 238.52159118652344]",wall,0.63
./aesop/data/images/4698/panel_2.jpg,4698_2,"[26.589487075805664, 161.38633728027344, 109.28535461425781, 293.9122314453125]",pants,0.6
./aesop/data/images/4698/panel_2.jpg,4698_2,"[517.5537109375, 181.69822692871094, 562.8945922851562, 311.45880126953125]",speaker,0.56
./aesop/data/images/4698/panel_2.jpg,4698_2,"[7.590689659118652, 38.81215286254883, 98.62578582763672, 234.32826232910156]",girl,0.54
./aesop/data/images/4698/panel_2.jpg,4698_2,"[293.2978210449219, 102.76889038085938, 697.9854125976562, 375.8687744140625]",wall,0.45
./aesop/data/images/5425/panel_0.jpg,5425_0,"[164.01751708984375, 231.40396118164062, 283.37188720703125, 395.9017639160156]",woman,0.58
./aesop/data/images/5425/panel_0.jpg,5425_0,"[430.7903747558594, 334.7818908691406, 486.5055847167969, 396.3505554199219]",pants,0.54
./aesop/data/images/5425/panel_0.jpg,5425_0,"[423.4028625488281, 239.74224853515625, 475.9604797363281, 289.8430480957031]",hair,0.53
./aesop/data/images/5425/panel_0.jpg,5425_0,"[38.06673049926758, 131.22348022460938, 515.4456787109375, 366.848388671875]",building,0.53
./aesop/data/images/5425/panel_0.jpg,5425_0,"[415.1105651855469, 1.7436031103134155, 699.6858520507812, 165.16250610351562]",sky,0.5
./aesop/data/images/5425/panel_0.jpg,5425_0,"[246.9999542236328, 144.4052734375, 691.99853515625, 400.0]",building,0.49
./aesop/data/images/5425/panel_0.jpg,5425_0,"[180.18849182128906, 211.80126953125, 257.3953552246094, 290.7588806152344]",shirt,0.45
./aesop/data/images/5425/panel_0.jpg,5425_0,"[0.0, 2.3902554512023926, 333.6328430175781, 263.65478515625]",sky,0.43
./aesop/data/images/5425/panel_0.jpg,5425_0,"[406.02044677734375, 281.01434326171875, 695.7133178710938, 399.9576721191406]",table,0.43
./aesop/data/images/5425/panel_0.jpg,5425_0,"[108.4011001586914, 1.2595430612564087, 589.9251708984375, 194.36602783203125]",sky,0.42
./aesop/data/images/5425/panel_1.jpg,5425_1,"[86.28575897216797, 141.2652587890625, 533.3978271484375, 361.7155456542969]",building,0.66
./aesop/data/images/5425/panel_1.jpg,5425_1,"[335.75115966796875, 144.5135040283203, 632.1536865234375, 395.7080078125]",building,0.57
./aesop/data/images/5425/panel_1.jpg,5425_1,"[431.2825622558594, 334.764892578125, 486.49493408203125, 396.7047424316406]",pants,0.51
./aesop/data/images/5425/panel_1.jpg,5425_1,"[414.593017578125, 1.8697904348373413, 699.8935546875, 164.49720764160156]",sky,0.48
./aesop/data/images/5425/panel_1.jpg,5425_1,"[424.37493896484375, 240.66464233398438, 475.239013671875, 290.4325256347656]",hair,0.48
./aesop/data/images/5425/panel_1.jpg,5425_1,"[330.7950744628906, 156.3920440673828, 388.5655517578125, 214.98960876464844]",head,0.46
./aesop/data/images/5425/panel_1.jpg,5425_1,"[298.5474548339844, 223.14218139648438, 424.7549133300781, 399.25970458984375]",woman,0.45
./aesop/data/images/5425/panel_1.jpg,5425_1,"[322.849609375, 214.5399627685547, 399.53057861328125, 291.2331237792969]",shirt,0.4
./aesop/data/images/5425/panel_1.jpg,5425_1,"[503.56842041015625, 189.4945068359375, 575.398193359375, 276.41363525390625]",drawers,0.39
./aesop/data/images/5425/panel_1.jpg,5425_1,"[196.4570770263672, 0.7073349952697754, 690.574462890625, 185.8679962158203]",sky,0.37
./aesop/data/images/5425/panel_2.jpg,5425_2,"[491.35955810546875, 302.7243347167969, 539.9393920898438, 324.7881164550781]",plate,0.57
./aesop/data/images/5425/panel_2.jpg,5425_2,"[65.9037857055664, 142.44769287109375, 475.58453369140625, 381.1094055175781]",building,0.51
./aesop/data/images/5425/panel_2.jpg,5425_2,"[415.1773681640625, 1.650816798210144, 699.764404296875, 165.293701171875]",sky,0.51
./aesop/data/images/5425/panel_2.jpg,5425_2,"[361.73724365234375, 147.7086639404297, 662.806640625, 398.7879638671875]",building,0.45
./aesop/data/images/5425/panel_2.jpg,5425_2,"[316.58819580078125, 197.2384033203125, 389.90081787109375, 274.84136962890625]",shirt,0.43
./aesop/data/images/5425/panel_2.jpg,5425_2,"[195.0227813720703, 0.40694111585617065, 690.79736328125, 187.16590881347656]",sky,0.43
./aesop/data/images/5425/panel_2.jpg,5425_2,"[503.5679626464844, 189.43930053710938, 575.544921875, 276.0557556152344]",drawers,0.4
./aesop/data/images/5425/panel_2.jpg,5425_2,"[0.0, 6.699922561645508, 273.376953125, 236.7930908203125]",sky,0.36
./aesop/data/images/5425/panel_2.jpg,5425_2,"[399.8482971191406, 280.2607116699219, 698.9228515625, 400.0]",table,0.36
./aesop/data/images/5425/panel_2.jpg,5425_2,"[35.562156677246094, 320.1778259277344, 91.09241485595703, 340.51898193359375]",shoe,0.35
./aesop/data/images/4467/panel_0.jpg,4467_0,"[269.48370361328125, 150.38243103027344, 353.1131591796875, 297.9782409667969]",pants,0.86
./aesop/data/images/4467/panel_0.jpg,4467_0,"[111.68425750732422, 136.73724365234375, 199.6776885986328, 205.11138916015625]",microwave,0.82
./aesop/data/images/4467/panel_0.jpg,4467_0,"[74.36969757080078, 28.661298751831055, 197.95645141601562, 142.3167266845703]",television,0.78
./aesop/data/images/4467/panel_0.jpg,4467_0,"[107.1978530883789, 177.22586059570312, 245.32571411132812, 303.48577880859375]",cabinet,0.76
./aesop/data/images/4467/panel_0.jpg,4467_0,"[278.7542724609375, 31.89405632019043, 331.263916015625, 88.37527465820312]",head,0.64
./aesop/data/images/4467/panel_0.jpg,4467_0,"[283.8559265136719, 35.78936004638672, 327.9717102050781, 62.779964447021484]",hair,0.62
./aesop/data/images/4467/panel_0.jpg,4467_0,"[0.0, 213.71353149414062, 271.5462646484375, 395.1173400878906]",floor,0.57
./aesop/data/images/4467/panel_0.jpg,4467_0,"[146.6531219482422, 106.72857666015625, 580.7471923828125, 381.374755859375]",building,0.56
./aesop/data/images/4467/panel_0.jpg,4467_0,"[415.8385925292969, 1.4184507131576538, 700.0, 165.71002197265625]",sky,0.53
./aesop/data/images/4467/panel_0.jpg,4467_0,"[306.3697509765625, 102.74627685546875, 692.930419921875, 371.5107421875]",building,0.47
./aesop/data/images/4467/panel_1.jpg,4467_1,"[111.68557739257812, 136.73776245117188, 199.67881774902344, 205.11097717285156]",microwave,0.82
./aesop/data/images/4467/panel_1.jpg,4467_1,"[270.1434631347656, 149.6517333984375, 352.1245422363281, 297.1720275878906]",pants,0.82
./aesop/data/images/4467/panel_1.jpg,4467_1,"[74.37155151367188, 28.660865783691406, 197.95619201660156, 142.3167266845703]",television,0.78
./aesop/data/images/4467/panel_1.jpg,4467_1,"[107.20891571044922, 177.23606872558594, 245.31629943847656, 303.48468017578125]",cabinet,0.76
./aesop/data/images/4467/panel_1.jpg,4467_1,"[278.7332763671875, 31.91764259338379, 331.2842712402344, 88.38827514648438]",head,0.63
./aesop/data/images/4467/panel_1.jpg,4467_1,"[283.86102294921875, 35.792293548583984, 327.9710388183594, 62.773136138916016]",hair,0.62
./aesop/data/images/4467/panel_1.jpg,4467_1,"[0.0, 213.72036743164062, 271.53509521484375, 395.11328125]",floor,0.57
./aesop/data/images/4467/panel_1.jpg,4467_1,"[146.4322967529297, 106.99590301513672, 580.756103515625, 381.1817626953125]",building,0.56
./aesop/data/images/4467/panel_1.jpg,4467_1,"[415.8455810546875, 1.421854853630066, 700.0, 165.70513916015625]",sky,0.53
./aesop/data/images/4467/panel_1.jpg,4467_1,"[306.2679748535156, 102.81373596191406, 693.0067749023438, 371.39544677734375]",building,0.48
./aesop/data/images/4467/panel_2.jpg,4467_2,"[93.26228332519531, 30.302379608154297, 188.4189910888672, 160.02540588378906]",television,0.88
./aesop/data/images/4467/panel_2.jpg,4467_2,"[111.6732177734375, 136.82672119140625, 199.62318420410156, 205.0464324951172]",microwave,0.81
./aesop/data/images/4467/panel_2.jpg,4467_2,"[255.4217529296875, 306.2280578613281, 322.5531005859375, 398.9820861816406]",pants,0.76
./aesop/data/images/4467/panel_2.jpg,4467_2,"[106.80286407470703, 178.9314422607422, 241.47756958007812, 303.8566589355469]",cabinet,0.76
./aesop/data/images/4467/panel_2.jpg,4467_2,"[146.9311065673828, 117.57119750976562, 583.0869750976562, 372.56689453125]",building,0.67
./aesop/data/images/4467/panel_2.jpg,4467_2,"[0.0, 204.00430297851562, 283.90814208984375, 395.2515869140625]",floor,0.5
./aesop/data/images/4467/panel_2.jpg,4467_2,"[414.69183349609375, 1.7254928350448608, 699.8548583984375, 165.20974731445312]",sky,0.49
./aesop/data/images/4467/panel_2.jpg,4467_2,"[8.659313201904297, 0.0, 297.7066650390625, 252.02017211914062]",wall,0.45
./aesop/data/images/4467/panel_2.jpg,4467_2,"[324.8590393066406, 233.80197143554688, 700.0, 397.1165466308594]",floor,0.44
./aesop/data/images/4467/panel_2.jpg,4467_2,"[299.90142822265625, 104.24870300292969, 694.5927124023438, 370.74560546875]",building,0.44
./aesop/data/images/1197/panel_0.jpg,1197_0,"[0.0, 2.3747482299804688, 460.45166015625, 209.27574157714844]",sky,0.86
./aesop/data/images/1197/panel_0.jpg,1197_0,"[548.7300415039062, 146.56971740722656, 679.3685913085938, 339.56842041015625]",girl,0.76
./aesop/data/images/1197/panel_0.jpg,1197_0,"[143.36456298828125, 1.7290412187576294, 659.1493530273438, 197.31796264648438]",sky,0.66
./aesop/data/images/1197/panel_0.jpg,1197_0,"[557.4437255859375, 7.9499897956848145, 699.2810668945312, 274.2160949707031]",kite,0.66
./aesop/data/images/1197/panel_0.jpg,1197_0,"[66.33319854736328, 198.93601989746094, 119.10736083984375, 258.2958984375]",head,0.6
./aesop/data/images/1197/panel_0.jpg,1197_0,"[569.778564453125, 230.2759552001953, 652.5704345703125, 373.4207458496094]",pants,0.58
./aesop/data/images/1197/panel_0.jpg,1197_0,"[458.0859069824219, 259.7190246582031, 477.8400573730469, 283.38336181640625]",glove,0.48
./aesop/data/images/1197/panel_0.jpg,1197_0,"[465.0454406738281, 124.07838439941406, 571.3048706054688, 341.01031494140625]",boy,0.46
./aesop/data/images/1197/panel_0.jpg,1197_0,"[574.5867919921875, 114.87937927246094, 627.5897827148438, 170.8129425048828]",head,0.46
./aesop/data/images/1197/panel_0.jpg,1197_0,"[456.07293701171875, 257.3585205078125, 482.2598876953125, 287.3255310058594]",hand,0.43
./aesop/data/images/1197/panel_1.jpg,1197_1,"[0.0, 2.32413387298584, 422.8988342285156, 212.16506958007812]",sky,0.86
./aesop/data/images/1197/panel_1.jpg,1197_1,"[141.96559143066406, 3.1188485622406006, 648.3119506835938, 220.34512329101562]",sky,0.7
./aesop/data/images/1197/panel_1.jpg,1197_1,"[558.0740356445312, 8.205784797668457, 698.6915283203125, 287.9020080566406]",kite,0.61
./aesop/data/images/1197/panel_1.jpg,1197_1,"[449.8473205566406, 62.01838684082031, 696.4632568359375, 313.0888977050781]",kite,0.6
./aesop/data/images/1197/panel_1.jpg,1197_1,"[0.0, 256.17633056640625, 410.7739562988281, 399.0155029296875]",sky,0.55
./aesop/data/images/1197/panel_1.jpg,1197_1,"[563.3687744140625, 52.63186264038086, 671.1239013671875, 106.6126937866211]",kite,0.52
./aesop/data/images/1197/panel_1.jpg,1197_1,"[517.4722900390625, 130.55401611328125, 572.501708984375, 196.57611083984375]",head,0.49
./aesop/data/images/1197/panel_1.jpg,1197_1,"[0.0, 18.549915313720703, 271.4180908203125, 300.7389831542969]",sky,0.49
./aesop/data/images/1197/panel_1.jpg,1197_1,"[574.6551513671875, 124.9745864868164, 694.7291870117188, 245.7447052001953]",leaf,0.43
./aesop/data/images/1197/panel_1.jpg,1197_1,"[65.30589294433594, 0.0, 518.3125, 123.15326690673828]",sky,0.4
./aesop/data/images/1197/panel_2.jpg,1197_2,"[0.0, 2.46364164352417, 263.58843994140625, 209.41384887695312]",sky,0.85
./aesop/data/images/1197/panel_2.jpg,1197_2,"[558.9598388671875, 7.56784725189209, 698.4116821289062, 286.6143798828125]",kite,0.8
./aesop/data/images/1197/panel_2.jpg,1197_2,"[49.968177795410156, 0.0, 582.7760009765625, 180.01927185058594]",sky,0.72
./aesop/data/images/1197/panel_2.jpg,1197_2,"[326.8487548828125, 1.675142765045166, 699.6721801757812, 237.67018127441406]",sky,0.61
./aesop/data/images/1197/panel_2.jpg,1197_2,"[563.4798583984375, 52.85745620727539, 671.0346069335938, 106.26498413085938]",kite,0.52
./aesop/data/images/1197/panel_2.jpg,1197_2,"[572.520263671875, 123.53594970703125, 696.23974609375, 249.11465454101562]",leaf,0.51
./aesop/data/images/1197/panel_2.jpg,1197_2,"[0.0, 37.9298095703125, 476.0631408691406, 284.22393798828125]",sky,0.49
./aesop/data/images/1197/panel_2.jpg,1197_2,"[0.0, 214.84478759765625, 273.0339050292969, 398.1408386230469]",sky,0.42
./aesop/data/images/1197/panel_2.jpg,1197_2,"[1.3213939666748047, 4.770874977111816, 93.02095794677734, 110.91533660888672]",kite,0.34
./aesop/data/images/1197/panel_2.jpg,1197_2,"[316.16839599609375, 227.7091827392578, 398.0513610839844, 383.2232666015625]",legs,0.31
./aesop/data/images/3837/panel_0.jpg,3837_0,"[333.7243347167969, 210.610107421875, 363.0341796875, 233.51658630371094]",hand,0.78
./aesop/data/images/3837/panel_0.jpg,3837_0,"[0.0, 7.6177167892456055, 484.2431640625, 304.827392578125]",wall,0.75
./aesop/data/images/3837/panel_0.jpg,3837_0,"[568.32421875, 49.55289840698242, 693.9781494140625, 233.15335083007812]",door,0.72
./aesop/data/images/3837/panel_0.jpg,3837_0,"[229.92279052734375, 150.9619140625, 280.60284423828125, 209.0252227783203]",head,0.6
./aesop/data/images/3837/panel_0.jpg,3837_0,"[87.51943969726562, 195.309326171875, 149.40916442871094, 273.2989196777344]",plant,0.52
./aesop/data/images/3837/panel_0.jpg,3837_0,"[474.3191833496094, 90.04440307617188, 526.1014404296875, 147.40367126464844]",head,0.5
./aesop/data/images/3837/panel_0.jpg,3837_0,"[184.7500762939453, 152.7852020263672, 339.7544250488281, 321.1368408203125]",girl,0.5
./aesop/data/images/3837/panel_0.jpg,3837_0,"[233.34315490722656, 21.120744705200195, 700.0, 325.5498046875]",wall,0.46
./aesop/data/images/3837/panel_0.jpg,3837_0,"[0.0, 1.0562846660614014, 409.2403564453125, 160.8142852783203]",sky,0.43
./aesop/data/images/3837/panel_0.jpg,3837_0,"[143.89222717285156, 109.9649658203125, 385.05792236328125, 344.5470275878906]",girl,0.39
./aesop/data/images/3837/panel_1.jpg,3837_1,"[210.22232055664062, 285.9945983886719, 272.847900390625, 366.85675048828125]",pants,0.75
./aesop/data/images/3837/panel_1.jpg,3837_1,"[462.3134765625, 167.63865661621094, 491.6993713378906, 191.73690795898438]",hand,0.74
./aesop/data/images/3837/panel_1.jpg,3837_1,"[0.0, 8.835648536682129, 465.3336181640625, 296.3641662597656]",wall,0.71
./aesop/data/images/3837/panel_1.jpg,3837_1,"[568.494140625, 49.56631851196289, 693.9160766601562, 233.0805206298828]",door,0.69
./aesop/data/images/3837/panel_1.jpg,3837_1,"[349.3695373535156, 36.06565856933594, 523.773193359375, 327.1367492675781]",girl,0.69
./aesop/data/images/3837/panel_1.jpg,3837_1,"[372.2731628417969, 110.22035217285156, 473.0445251464844, 305.7775573730469]",girl,0.66
./aesop/data/images/3837/panel_1.jpg,3837_1,"[381.2393493652344, 222.22268676757812, 439.8505859375, 339.9273986816406]",pants,0.65
./aesop/data/images/3837/panel_1.jpg,3837_1,"[343.7171630859375, 168.1925811767578, 371.59515380859375, 194.1728057861328]",hand,0.61
./aesop/data/images/3837/panel_1.jpg,3837_1,"[306.6566162109375, 83.1619873046875, 482.1088562011719, 391.8287353515625]",girl,0.59
./aesop/data/images/3837/panel_1.jpg,3837_1,"[204.74424743652344, 238.0008087158203, 284.7494201660156, 391.9876708984375]",woman,0.59
./aesop/data/images/3837/panel_2.jpg,3837_2,"[264.05828857421875, 194.14341735839844, 290.34124755859375, 219.2806854248047]",hand,0.75
./aesop/data/images/3837/panel_2.jpg,3837_2,"[308.7491760253906, 159.63800048828125, 339.45281982421875, 182.14266967773438]",hand,0.73
./aesop/data/images/3837/panel_2.jpg,3837_2,"[568.484130859375, 49.57920455932617, 693.906494140625, 233.08384704589844]",door,0.69
./aesop/data/images/3837/panel_2.jpg,3837_2,"[128.35137939453125, 29.125913619995117, 593.8765258789062, 283.16778564453125]",wall,0.65
